,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
432,2345,智邦,"1,301,390","1,182","364,393,769",279.00,283.00,278.00,279.50,+,2.5,279.50,13,280.00,57,30.85
433,2347,聯強,"2,853,174","1,460","157,063,626",55.30,55.40,54.50,55.00,-,0.3,55.00,279,55.20,11,11.25
434,2348,海悅,"631,911",520,"67,312,250",107.00,108.00,105.50,106.50, ,0.0,106.00,31,106.50,12,7.43
435,2349,錸德,"9,438,253","2,334","104,057,479",11.20,11.35,10.85,11.00,-,0.2,10.95,147,11.00,14,0.00
436,2351,順德,"3,958,122","2,600","326,052,824",85.00,85.00,81.20,81.80,-,2.4,81.80,70,81.90,1,42.60
437,2352,佳世達,"17,677,445","7,450","610,768,779",34.50,34.95,34.15,34.20,-,0.2,34.20,2,34.25,2,13.46
438,2353,宏碁,"27,424,033","8,559","880,362,447",32.70,32.80,31.85,32.10,-,0.4,32.05,102,32.10,67,15.97
439,2354,鴻準,"8,201,411","5,084","591,470,224",72.80,72.90,71.90,72.00,-,0.3,72.00,217,72.10,46,21.56
440,2355,敬鵬,"2,703,048","1,417","91,043,157",33.45,34.00,33.40,33.65,+,0.25,33.65,28,33.70,7,280.42
441,2356,英業達,"28,947,560","9,979","793,414,417",27.50,27.60,27.10,27.55,+,0.2,27.50,230,27.55,605,13.12
442,2357,華碩,"2,720,640","2,643","1,012,081,449",373.50,374.50,370.50,371.50,-,3.0,371.00,105,371.50,21,10.39
443,2358,廷鑫,"851,663",358,"12,667,774",14.75,15.05,14.60,14.95,+,0.55,14.95,12,15.00,99,135.91
444,2359,所羅門,"999,850",565,"18,572,930",18.80,18.85,18.40,18.55, ,0.0,18.55,29,18.60,9,154.58
445,2360,致茂,"3,110,926","2,600","626,946,509",199.00,206.00,197.00,197.00, ,0.0,197.00,3,197.50,29,35.56
446,2362,藍天,"743,717",439,"23,103,445",31.30,31.45,30.90,30.90,-,0.4,30.90,36,30.95,4,27.59
447,2363,矽統,"24,772,187","8,353","499,775,876",20.30,20.55,19.90,20.05,+,0.1,20.00,983,20.05,44,0.00
448,2364,倫飛,"101,284",69,"357,320",3.50,3.60,3.50,3.60,+,0.06,3.57,9,3.60,6,32.73
449,2365,昆盈,"4,109,025","1,493","57,171,519",14.10,14.20,13.70,13.85, ,0.0,13.85,81,13.90,56,21.31
450,2367,燿華,"5,160,552","2,219","114,931,436",22.45,22.50,22.10,22.20,-,0.1,22.20,191,22.25,12,0.00
451,2368,金像電,"12,061,866","5,883","673,382,766",56.70,56.70,55.10,55.60,-,0.7,55.60,69,55.70,11,14.56
452,2369,菱生,"16,395,218","6,749","299,180,716",18.90,18.95,18.00,18.20,-,0.7,18.15,28,18.20,139,0.00
453,2371,大同,"16,857,498","5,840","451,563,748",27.15,27.20,26.70,26.70,-,0.4,26.70,185,26.75,65,0.00
454,2373,震旦行,"42,510",58,"3,967,834",93.40,93.50,93.10,93.40, ,0.0,93.30,1,93.50,4,14.53
455,2374,佳能,"1,641,232",671,"27,539,782",16.95,17.10,16.65,16.75,-,0.05,16.75,17,16.80,170,0.00
456,2375,凱美,"9,824,292","7,404","1,247,848,954",132.50,133.00,123.50,126.00,-,5.0,125.50,68,126.00,8,30.07
457,2376,技嘉,"12,236,405","6,847","1,242,144,638",101.50,103.50,99.90,102.00,+,3.2,101.50,179,102.00,11,14.83
458,2377,微星,"6,471,315","4,309","1,085,652,223",165.50,171.50,165.50,170.00,+,3.0,169.50,49,170.00,120,18.05
459,2379,瑞昱,"2,178,819","2,284","1,095,360,953",508.00,511.00,497.50,499.00,-,3.0,499.00,81,499.50,2,28.98
460,2380,虹光,"12,952,252","4,965","157,434,758",12.35,12.90,11.05,12.90,+,1.15,12.90,881,--,0,0.00
461,2382,廣達,"9,469,680","5,366","927,413,813",98.80,99.00,97.60,97.90,-,0.9,97.90,14,98.00,97,14.90
462,2383,台光電,"2,897,736","2,385","493,460,046",173.00,173.00,168.50,169.00,-,2.5,169.00,19,169.50,24,15.25
463,2385,群光,"19,120,782","8,906","1,796,767,731",96.50,97.00,90.60,90.60,X,0.0,90.60,153,90.90,5,11.63
464,2387,精元,"1,871,544","1,281","123,947,073",67.10,67.20,65.80,65.90,-,0.8,65.90,8,66.00,1,10.36
465,2388,威盛,"7,091,433","4,366","412,618,392",59.80,60.10,56.90,57.10,-,2.1,57.10,26,57.20,118,5.97
466,2390,云辰,"8,467,269","3,176","161,004,326",19.20,19.35,18.55,18.90,-,0.25,18.90,53,18.95,17,20.77
467,2392,正崴,"5,072,588","2,613","243,449,672",48.40,48.45,47.75,47.80,-,0.55,47.80,21,47.85,18,11.77
468,2393,億光,"15,315,518","8,173","760,814,739",49.10,50.80,48.05,50.20,+,1.15,50.20,39,50.30,54,17.99
469,2395,研華,"962,507",771,"347,876,814",357.50,365.00,357.50,361.00,+,5.5,360.50,4,361.00,5,38.45
470,2397,友通,"120,208",92,"8,015,612",67.00,67.00,66.30,66.80,-,0.2,66.70,17,66.80,31,18.87
471,2399,映泰,"13,654,050","7,875","518,952,319",40.00,40.00,36.65,37.80,-,2.05,37.80,74,37.85,80,47.25
472,2401,凌陽,"26,938,360","13,325","886,022,134",33.20,33.55,32.40,32.40,-,0.45,32.40,34,32.45,31,58.91
473,2402,毅嘉,"5,087,474","2,040","101,576,981",20.15,20.20,19.80,19.95,-,0.05,19.95,44,20.00,266,49.88
474,2404,漢唐,"3,557,986","3,506","948,403,793",268.00,272.00,263.50,265.00,-,1.5,264.50,3,265.00,38,12.52
475,2405,浩鑫,"5,292,065","2,176","74,797,579",14.40,14.55,13.95,14.15,-,0.25,14.15,33,14.20,101,83.24
476,2406,國碩,"8,655,066","4,462","189,344,547",22.35,22.35,21.20,21.95,-,0.45,21.95,231,22.00,36,0.00
477,2408,南亞科,"44,341,541","23,001","4,487,714,779",98.70,105.00,97.00,102.50,+,4.2,102.50,375,103.00,422,41.00
478,2409,友達,"333,054,247","74,212","8,248,899,890",24.00,25.50,24.00,24.60,+,1.25,24.60,"1,098",24.65,897,68.33
479,2412,中華電,"13,032,865","3,250","1,453,850,770",111.50,112.00,111.00,112.00,+,1.0,111.50,606,112.00,"1,556",25.99
480,2413,環科,"4,336,143","2,357","139,055,775",31.75,33.40,31.05,31.40,+,0.35,31.35,18,31.40,110,0.00
481,2414,精技,"310,089",189,"8,810,121",28.25,28.55,28.25,28.50,+,0.25,28.50,2,28.55,2,12.67
482,2415,錩新,"3,723,483","2,437","168,647,122",44.50,47.20,43.00,47.20,+,3.3,47.15,6,47.20,4,71.52
483,2417,圓剛,"5,695,134","3,385","290,347,341",51.80,52.20,50.10,50.50,-,1.3,50.50,297,50.60,30,7.90
484,2419,仲琦,"2,279,225","1,118","57,340,688",25.50,25.55,24.90,24.95,-,0.35,24.95,50,25.00,5,28.68
485,2420,新巨,"665,706",407,"25,613,124",38.85,38.85,38.25,38.40,-,0.35,38.40,12,38.50,4,13.24
486,2421,建準,"2,641,682","1,713","139,657,403",53.30,53.50,52.60,52.80,-,0.3,52.80,75,52.90,24,15.58
487,2423,固緯,"413,417",241,"10,400,342",25.00,25.45,24.90,25.00,+,0.05,24.95,2,25.05,12,18.25
488,2424,隴華,"22,001",18,"621,479",29.55,29.55,28.00,28.00,-,1.25,28.00,1,28.40,1,0.00
489,2425,承啟,"6,027,204","3,301","237,265,317",41.50,41.50,37.15,39.65,-,1.4,39.65,30,39.70,8,26.26
490,2426,鼎元,"24,251,694","11,310","763,874,488",32.50,32.60,30.60,30.60,+,0.45,30.60,87,30.65,29,30.30
491,2427,三商電,"690,320",236,"8,161,430",11.80,11.90,11.70,11.90,+,0.15,11.85,8,11.90,107,18.89
492,2428,興勤,"889,299",782,"170,664,510",196.50,196.50,190.50,190.50,-,5.5,190.50,18,191.00,1,17.62
493,2429,銘旺科,"241,000",86,"4,335,050",17.70,18.15,17.50,17.85,+,0.15,17.90,1,18.00,4,0.00
494,2430,燦坤,"372,368",228,"9,750,480",26.20,26.40,26.05,26.35,+,0.05,26.35,2,26.40,32,14.24
495,2431,聯昌,"2,302,621",859,"30,294,669",13.20,13.40,12.85,13.35,+,0.35,13.35,6,13.40,91,31.79
496,2433,互盛電,"72,601",60,"3,943,092",54.30,54.40,54.20,54.40,-,0.2,54.30,3,54.50,7,13.84
497,2434,統懋,"79,401",69,"3,134,912",43.90,43.90,38.00,39.90,-,0.9,38.00,12,40.00,2,0.00
498,2436,偉詮電,"19,935,744","11,173","1,277,242,639",65.30,66.30,62.40,63.50,-,1.6,63.50,65,63.60,26,32.73
499,2438,翔耀,"1,113,325",331,"16,254,522",14.60,14.60,14.60,14.60,+,1.3,14.60,"7,307",--,0,208.57
500,2439,美律,"1,101,199",796,"147,506,125",134.50,135.00,133.00,133.50,-,0.5,133.50,149,134.00,23,21.16
501,2440,太空梭,"5,285,265","1,356","96,822,678",18.00,18.35,17.90,18.35,+,1.65,18.35,"3,070",--,0,11.61
502,2441,超豐,"3,823,361","2,723","274,026,575",72.90,72.90,70.80,71.00,-,1.9,70.90,26,71.00,17,15.17
503,2442,新美齊,"2,398,600",673,"26,433,366",11.00,11.15,10.85,10.90,-,0.05,10.90,69,10.95,3,17.03
504,2443,億麗,"785,381",191,"1,805,874",2.15,2.37,2.06,2.37,+,0.21,2.37,125,--,0,0.00
505,2444,兆勁,"1,998,120",786,"30,888,137",15.30,15.65,15.15,15.55,+,0.55,15.50,12,15.55,31,0.00
506,2449,京元電子,"27,237,366","13,897","1,206,040,641",44.50,44.90,43.65,44.05,+,0.6,44.00,297,44.05,13,14.83
507,2450,神腦,"252,849",198,"8,739,440",34.40,34.70,34.40,34.60,+,0.2,34.60,8,34.65,2,20.47
508,2451,創見,"4,529,593","2,687","317,202,034",69.90,70.70,69.30,70.20,+,0.3,70.20,24,70.30,95,25.16
509,2453,凌群,"11,057,780","5,467","318,092,541",28.80,30.00,27.50,28.10,+,0.8,28.10,40,28.15,2,16.53
510,2454,聯發科,"6,835,494","6,586","6,928,197,672","1,025.00","1,030.00",999.00,999.00,-,21.0,999.00,12,"1,000.00",18,38.63
511,2455,全新,"8,798,822","5,967","1,111,497,935",124.50,128.50,122.50,127.00,+,3.5,126.50,23,127.00,85,44.10
512,2456,奇力新,"7,464,899","4,999","838,234,475",114.00,114.50,111.00,111.50,-,1.5,111.00,475,111.50,59,19.26
513,2457,飛宏,"11,653,501","5,681","449,469,098",41.95,41.95,37.80,37.80,-,4.15,--,0,37.80,"2,882",0.00
514,2458,義隆,"4,105,367","3,385","805,013,165",200.00,200.50,194.50,195.00,-,4.5,195.00,151,195.50,44,17.50
515,2459,敦吉,"766,244",553,"44,729,862",58.40,59.20,57.10,58.90,+,1.8,58.90,6,59.00,25,13.86
516,2460,建通,"5,617,595","3,229","204,725,875",37.50,37.50,35.50,35.80,-,1.55,35.80,71,35.85,10,0.00
517,2461,光群雷,"2,999,731","1,060","65,452,840",22.05,22.20,21.50,21.95,+,0.15,21.95,7,22.00,57,22.86
518,2462,良得電,"1,239,462",681,"41,474,960",33.10,34.20,32.85,34.05,+,1.1,34.05,8,34.10,20,39.14
519,2464,盟立,"5,887,658","3,362","305,571,884",52.70,53.00,51.00,51.90,-,0.3,51.80,4,51.90,1,19.81
520,2465,麗臺,"2,460,856","1,582","131,589,785",55.00,55.00,52.10,54.00,-,3.8,53.80,22,54.00,7,108.00
521,2466,冠西電,"79,374",63,"2,705,058",34.00,34.25,34.00,34.15,+,0.1,34.00,5,34.15,3,853.75
522,2467,志聖,"7,259,220","4,047","412,319,998",54.50,58.70,54.10,58.40,+,5.0,58.30,38,58.40,7,19.86
523,2468,華經,"179,001",76,"2,503,064",14.05,14.10,13.90,14.00, ,0.0,13.95,21,14.00,6,25.45
524,2471,資通,"2,608,303","1,493","81,774,537",30.85,32.50,30.65,30.90,+,0.25,30.80,8,30.90,4,14.93
525,2472,立隆電,"5,015,585","3,566","385,109,266",79.20,79.20,75.40,75.80,-,3.3,75.80,44,75.90,8,16.23
526,2474,可成,"2,245,977","1,712","464,676,622",208.50,208.50,205.50,206.00,-,3.0,206.00,130,206.50,13,7.43
527,2476,鉅祥,"4,246,315","2,148","147,663,565",35.20,35.65,34.25,34.25,-,1.1,34.20,92,34.25,8,22.10
528,2477,美隆電,"7,576,128","4,115","283,516,670",37.75,38.35,36.15,37.00,-,0.6,37.00,8,37.10,1,40.22
529,2478,大毅,"1,659,504","1,126","136,049,916",82.70,82.80,81.20,81.50,-,0.3,81.50,39,81.60,2,17.64
530,2480,敦陽科,"349,423",299,"25,077,138",72.50,72.50,71.40,71.60,-,0.6,71.60,14,71.80,2,15.30
531,2481,強茂,"17,713,137","10,300","1,047,303,945",60.70,61.50,58.10,58.60,-,2.1,58.60,17,58.70,52,21.70
532,2482,連宇,"348,991",244,"4,317,390",12.60,12.60,12.20,12.30,-,0.3,12.25,9,12.40,1,0.00
533,2483,百容,"302,251",114,"6,292,381",20.75,20.90,20.70,20.85,+,0.1,20.80,21,20.85,12,27.43
534,2484,希華,"9,025,664","3,812","232,659,501",25.65,26.30,25.00,26.10,+,0.4,26.10,62,26.15,79,25.59
535,2485,兆赫,"3,364,615","1,503","65,582,278",19.20,19.70,19.20,19.35,+,0.05,19.35,46,19.50,45,0.00
536,2486,一詮,"20,044,922","8,735","709,093,757",34.90,36.50,34.10,35.55,+,1.3,35.50,157,35.55,199,0.00
537,2488,漢平,"632,130",331,"21,873,739",35.25,35.25,34.35,34.55,-,0.3,34.50,7,34.60,1,15.22
538,2489,瑞軒,"45,262,851","15,023","878,058,684",19.65,20.30,18.55,18.55,-,0.35,18.55,464,18.60,109,27.28
539,2491,吉祥全,"942,936",487,"24,860,115",27.00,27.00,25.90,26.35,-,1.35,26.35,18,26.50,6,17.57
540,2492,華新科,"8,036,164","6,772","2,060,987,390",262.00,263.00,253.00,254.50,-,6.5,254.00,299,254.50,6,18.64
541,2493,揚博,"715,899",496,"29,047,417",41.00,41.00,40.20,40.85,+,0.15,40.80,19,40.85,7,15.13
542,2495,普安,"1,260,093",430,"17,559,810",14.05,14.10,13.70,13.80,-,0.25,13.75,22,13.80,28,0.00
543,2496,卓越,"69,571",55,"4,100,839",59.40,59.40,58.50,59.30,-,0.1,58.70,1,59.30,3,17.92
544,2497,怡利電,"796,027",510,"30,691,035",39.00,39.30,38.20,38.80, ,0.0,38.75,1,38.80,13,0.00
545,2498,宏達電,"6,534,412","3,196","205,640,129",31.80,31.80,31.20,31.50,+,0.05,31.45,38,31.50,47,0.00
546,2501,國建,"2,625,707","1,009","52,601,918",19.80,20.20,19.80,20.15,+,0.35,20.15,10,20.20,60,15.74
547,2504,國產,"4,107,038","1,918","110,305,230",27.15,27.15,26.65,26.90,-,0.15,26.85,169,26.90,112,12.81
548,2505,國揚,"2,310,457","1,156","88,666,571",38.50,39.00,38.05,38.10,-,0.4,38.10,82,38.15,17,2.93
549,2506,太設,"906,852",296,"9,626,353",10.50,10.80,10.45,10.75,+,0.25,10.70,4,10.75,7,0.00
550,2509,全坤建,"2,450,804","1,066","46,456,435",19.20,19.25,18.80,18.90,-,0.2,18.85,37,18.90,28,18.35
551,2511,太子,"1,943,171",526,"21,840,358",11.30,11.35,11.15,11.25,-,0.05,11.25,66,11.30,438,22.96
552,2514,龍邦,"596,126",212,"9,575,389",16.10,16.20,15.90,16.20,+,0.05,16.15,31,16.20,10,5.28
553,2515,中工,"13,751,467","3,201","125,238,707",9.13,9.17,9.05,9.10,+,0.05,9.10,19,9.11,349,22.75
554,2516,新建,"240,209",93,"1,208,782",5.02,5.06,5.00,5.05,+,0.01,5.03,5,5.06,14,0.00
555,2520,冠德,"3,519,806","1,681","143,217,641",40.75,41.00,40.45,40.75,+,0.05,40.75,2,40.80,131,5.99
556,2524,京城,"70,455",53,"2,499,902",35.45,35.60,35.20,35.35,-,0.1,35.35,9,35.45,2,7.79
557,2527,宏璟,"1,067,246",486,"23,169,802",21.50,21.90,21.45,21.75,+,0.35,21.70,10,21.75,24,14.60
558,2528,皇普,"192,718",76,"4,819,662",25.10,25.15,24.80,24.90,-,0.25,24.90,3,25.00,15,0.00
559,2530,華建,"579,575",243,"8,281,414",14.20,14.35,14.20,14.25,+,0.05,14.25,144,14.30,60,0.00
560,2534,宏盛,"1,075,668","1,131","22,522,729",20.95,21.10,20.80,21.00, ,0.0,20.95,4,21.00,44,16.28
561,2535,達欣工,"3,554,150","1,957","119,433,629",34.00,34.00,33.50,33.60,-,0.35,33.60,20,33.65,24,9.28
562,2536,宏普,"286,765",122,"6,520,555",22.80,22.80,22.65,22.70,-,0.1,22.70,18,22.75,10,12.34
563,2537,聯上發,"1,335,816",391,"13,293,263",9.99,9.99,9.93,9.93,-,0.01,9.93,13,9.94,5,16.83
564,2538,基泰,"777,941",281,"7,872,153",10.10,10.15,10.05,10.10, ,0.0,10.10,198,10.15,158,0.00
565,2539,櫻花建,"271,587",169,"8,969,281",33.25,33.25,32.95,33.05,-,0.2,33.00,30,33.05,1,22.48
566,2540,愛山林,"109,493",97,"8,164,239",77.40,79.70,71.50,72.60,-,4.2,72.50,16,73.80,1,11.75
567,2542,興富發,"4,518,620","2,904","197,231,920",43.50,43.85,43.50,43.75,+,0.25,43.75,21,43.80,33,20.83
568,2543,皇昌,"227,866",69,"1,570,750",6.95,6.99,6.85,6.85,-,0.1,6.86,4,6.96,5,45.67
569,2545,皇翔,"1,497,810",881,"65,913,907",44.20,44.45,43.50,44.10, ,0.0,44.05,9,44.10,25,8.27
570,2546,根基,"288,432",267,"14,892,540",52.00,52.00,51.40,51.60,-,0.2,51.50,9,51.60,1,8.73
571,2547,日勝生,"1,865,654",810,"21,995,595",11.95,11.95,11.70,11.75,-,0.15,11.70,294,11.80,224,17.03
572,2548,華固,"409,607",360,"38,281,137",93.60,93.80,93.10,93.40,-,0.2,93.20,6,93.40,4,9.29
573,2597,潤弘,"738,438",701,"107,842,238",151.00,151.00,145.00,146.00,-,6.5,146.00,24,146.50,20,19.52
574,2601,益航,"8,461,901","2,537","87,910,948",10.50,10.55,10.30,10.40,-,0.1,10.40,100,10.45,276,0.00
575,2603,長榮,"388,104,373","115,625","19,608,602,667",52.50,52.70,49.00,50.00,-,2.3,50.00,"3,039",50.10,631,10.06
576,2605,新興,"10,532,780","3,551","225,009,712",21.85,21.95,21.00,21.20,-,0.65,21.15,109,21.20,119,88.33
577,2606,裕民,"13,678,855","6,525","570,045,676",43.50,43.50,40.65,41.85,-,1.0,41.85,32,41.90,18,40.24
578,2607,榮運,"4,272,607","1,756","80,621,723",19.10,19.20,18.70,18.70,-,0.4,18.70,542,18.75,145,29.22
579,2608,嘉里大榮,"154,812",119,"6,774,168",43.80,43.90,43.60,43.60,-,0.5,43.60,4,43.75,1,13.58
580,2609,陽明,"68,509,682","21,394","2,892,617,875",43.00,43.00,41.60,42.75,-,3.45,42.75,55,42.80,61,11.31
581,2610,華航,"340,561,220","70,816","5,625,746,835",16.50,17.00,16.00,16.20,-,0.05,16.20,"1,097",16.25,"1,235",540.00
582,2611,志信,"4,530,361","1,865","62,957,197",14.35,14.50,13.60,13.70,-,0.55,13.70,14,13.75,6,0.00
583,2612,中航,"1,786,767",950,"66,232,970",37.95,38.10,36.20,37.00,-,0.7,36.90,14,37.00,6,22.16
584,2613,中櫃,"724,851",393,"14,744,077",21.10,21.10,20.10,20.30,-,0.4,20.25,13,20.35,3,88.26
585,2614,東森,"14,275,694","4,292","248,898,166",17.25,17.60,17.25,17.35,+,0.3,17.30,345,17.35,11,18.46
586,2615,萬海,"25,576,454","11,576","1,469,021,983",58.80,58.80,56.00,58.20,-,0.7,58.20,13,58.30,245,11.41
587,2616,山隆,"627,408",508,"21,806,366",34.95,35.00,34.70,34.80,-,0.15,34.75,9,34.80,37,12.75
588,2617,台航,"4,627,565","1,864","110,052,616",24.20,24.25,23.45,23.80,-,0.35,23.80,17,23.85,8,19.19
589,2618,長榮航,"91,863,849","20,593","1,472,651,828",16.20,16.30,15.70,15.80,-,0.15,15.80,"1,535",15.85,363,0.00
590,2630,亞航,"34,200",18,"599,800",17.60,17.60,17.45,17.45,-,0.15,17.45,3,17.50,1,54.53
591,2633,台灣高鐵,"5,708,599","2,038","176,383,948",30.95,30.95,30.85,30.90,-,0.1,30.90,240,30.95,147,29.71
592,2634,漢翔,"1,868,395",847,"54,048,379",29.00,29.05,28.85,28.90,-,0.1,28.90,246,28.95,7,68.81
593,2636,台驊投控,"3,176,744","1,921","171,050,855",55.10,55.10,53.10,53.60,-,1.7,53.60,70,53.70,13,11.58
594,2637,慧洋-KY,"19,439,101","8,952","737,269,523",39.40,39.40,37.05,37.55,-,1.95,37.55,10,37.60,37,250.33
595,2642,宅配通,"261,670",165,"9,005,576",34.70,34.70,34.30,34.45,-,0.1,34.45,3,34.50,6,15.73
596,2701,萬企,"245,993",113,"2,964,501",12.05,12.10,12.00,12.05,-,0.05,12.00,85,12.05,6,30.90
597,2702,華園,"35,636",38,"612,266",17.25,17.30,17.10,17.25,+,0.05,17.20,20,17.30,6,0.00
598,2704,國賓,"145,377",116,"4,264,649",29.35,29.50,29.30,29.30,-,0.3,29.25,19,29.30,1,"2,930.00"
599,2705,六福,"236,382",225,"4,624,760",19.60,19.80,19.50,19.60,-,0.2,19.55,37,19.60,1,0.00
600,2706,第一店,"135,261",129,"1,887,388",13.95,14.00,13.90,13.95,-,0.05,13.90,24,13.95,2,43.59
601,2707,晶華,"488,782",448,"75,276,739",153.50,156.00,153.00,153.50,+,0.5,153.50,41,154.00,15,29.63
602,2712,遠雄來,"38,000",35,"1,444,900",37.80,38.25,37.80,37.90,+,0.05,37.90,1,38.05,4,40.75
603,2722,夏都,"19,251",20,"576,396",30.00,30.10,29.80,29.90,+,0.1,29.85,2,29.95,2,37.85
604,2723,美食-KY,"558,537",469,"97,301,071",177.00,177.50,172.50,173.00,-,3.0,173.00,25,173.50,25,30.67
605,2727,王品,"1,430,122","1,377","274,161,868",194.50,195.00,188.50,190.00,-,1.5,190.00,6,190.50,2,41.48
606,2731,雄獅,"379,840",401,"34,510,197",91.10,91.60,90.50,90.60,-,1.4,90.60,20,90.70,4,0.00
607,2739,寒舍,"102,000",68,"2,675,750",26.65,26.65,26.05,26.10,-,0.6,26.10,2,26.20,1,0.00
608,2748,雲品,"71,498",57,"3,131,338",43.40,43.90,43.40,43.85,-,0.1,43.85,1,43.90,4,30.45
609,2801,彰銀,"5,332,831","1,289","92,822,634",17.40,17.45,17.40,17.40,-,0.1,17.40,104,17.45,806,25.59
610,2809,京城銀,"2,018,500",702,"80,620,695",40.05,40.10,39.90,39.90,-,0.15,39.90,114,40.00,105,8.13
611,2812,台中銀,"11,216,563","3,492","128,372,119",11.50,11.50,11.40,11.40,-,0.05,11.40,"2,300",11.45,23,11.75
612,2816,旺旺保,"687,879",213,"13,986,830",20.35,20.40,20.25,20.40,+,0.05,20.35,18,20.40,58,6.50
613,2820,華票,"1,657,447",693,"25,939,351",15.65,15.70,15.60,15.70, ,0.0,15.65,182,15.70,453,13.31
614,2823,中壽,"6,499,653","2,748","163,332,215",25.25,25.30,25.05,25.10,-,0.2,25.10,176,25.15,23,7.63
615,2832,台產,"817,005",366,"18,918,102",23.40,23.40,22.90,23.10,-,0.35,23.05,2,23.10,10,12.16
616,2834,臺企銀,"14,431,811","3,858","141,055,454",9.80,9.80,9.76,9.77,-,0.03,9.77,72,9.78,241,15.51
617,2836,高雄銀,"935,979",287,"9,802,425",10.45,10.55,10.40,10.45, ,0.0,10.45,88,10.50,257,14.72
618,2836A,高雄銀甲特,"13,030",9,"303,099",23.20,23.30,23.20,23.30,+,0.1,23.20,5,23.30,2,0.00
619,2838,聯邦銀,"1,360,827",571,"15,156,667",11.15,11.20,11.10,11.20,+,0.05,11.15,18,11.20,563,10.67
620,2838A,聯邦銀甲特,"57,100",24,"3,033,330",53.20,53.20,53.10,53.20, ,0.0,53.00,128,53.10,1,0.00
621,2841,台開,"6,299,356","1,860","40,691,382",6.30,6.57,6.29,6.53,+,0.23,6.52,13,6.53,19,0.00
622,2845,遠東銀,"7,494,027","1,761","79,617,888",10.65,10.70,10.60,10.60,-,0.05,10.60,797,10.65,736,14.52
623,2849,安泰銀,"137,924",104,"2,088,589",15.15,15.20,15.10,15.10,-,0.2,15.10,35,15.15,40,13.60
624,2850,新產,"165,781",86,"6,561,377",39.60,39.70,39.50,39.60,-,0.05,39.55,21,39.60,3,7.67
625,2851,中再保,"406,758",188,"9,620,362",23.60,23.70,23.60,23.65,-,0.05,23.65,35,23.70,28,9.20
626,2852,第一保,"606,200",239,"7,949,719",13.10,13.25,13.05,13.10,+,0.05,13.10,47,13.15,34,25.69
627,2855,統一證,"7,687,463","2,283","188,326,769",24.70,24.80,24.30,24.60,-,0.1,24.55,248,24.60,48,9.53
628,2867,三商壽,"2,976,999",817,"26,514,194",8.93,8.94,8.87,8.93,+,0.01,8.93,66,8.94,113,15.40
629,2880,華南金,"9,425,693","3,810","175,102,776",18.60,18.65,18.55,18.55,-,0.1,18.55,"1,283",18.60,38,27.69
630,2881,富邦金,"22,305,380","9,780","1,259,651,943",56.80,57.00,56.10,56.40,-,0.5,56.40,64,56.50,"1,969",7.18
631,2881A,富邦特,"67,461",40,"4,179,761",62.00,62.00,61.90,62.00, ,0.0,61.90,586,62.00,580,0.00
632,2881B,富邦金乙特,"71,306",31,"4,421,361",61.90,62.10,61.90,62.10, ,0.0,61.90,11,62.10,66,0.00
633,2882,國泰金,"23,913,015","8,603","1,131,590,442",47.60,47.80,47.10,47.25,-,0.4,47.25,73,47.30,65,9.32
634,2882A,國泰特,"57,962",25,"3,576,096",61.70,61.70,61.60,61.70, ,0.0,61.60,147,61.70,80,0.00
635,2882B,國泰金乙特,"2,326",7,"144,586",62.20,62.20,62.20,62.20, ,0.0,62.10,4,62.20,35,0.00
636,2883,開發金,"49,813,011","10,282","516,177,001",10.40,10.45,10.30,10.40, ,0.0,10.35,"2,716",10.40,"6,241",12.24
637,2884,玉山金,"18,812,918","6,262","492,396,261",26.20,26.30,26.15,26.15,-,0.05,26.15,323,26.20,"1,052",18.29
638,2885,元大金,"27,028,017","8,081","621,290,883",23.05,23.05,22.90,23.00,+,0.3,23.00,68,23.05,"1,390",11.56
639,2886,兆豐金,"23,768,794","7,022","750,598,145",31.70,31.80,31.50,31.55,-,0.2,31.55,117,31.60,216,17.15
640,2887,台新金,"17,185,925","3,923","228,472,414",13.30,13.35,13.25,13.30, ,0.0,13.30,307,13.35,"3,018",10.73
641,2887E,台新戊特,"188,939",51,"10,001,503",52.80,53.00,52.80,52.90, ,0.0,52.80,15,52.90,27,0.00
642,2887F,台新戊特二,"64,324",26,"3,338,225",51.90,52.00,51.90,51.90, ,0.0,51.80,17,52.00,51,0.00
643,2888,新光金,"83,392,848","9,715","760,331,999",9.15,9.19,9.06,9.09,+,0.09,9.09,729,9.10,315,8.42
644,2888A,新光金甲特,"61,530",47,"2,662,105",43.35,43.35,43.20,43.25,-,0.05,43.25,7,43.30,17,0.00
645,2888B,新光金乙特,"174,042",88,"7,274,059",41.80,41.80,41.75,41.80,-,0.05,41.75,96,41.80,57,0.00
646,2889,國票金,"8,106,192","3,341","137,572,821",17.10,17.10,16.90,17.00,-,0.05,17.00,173,17.05,382,15.04
647,2890,永豐金,"23,435,813","4,304","294,417,285",12.60,12.65,12.55,12.55,-,0.05,12.55,"2,064",12.60,"1,065",11.51
648,2891,中信金,"27,440,454","8,310","592,880,527",21.80,21.80,21.50,21.60,-,0.2,21.60,178,21.65,419,10.09
649,2891B,中信金乙特,"6,824",18,"431,263",63.30,63.40,63.10,63.40, ,0.0,63.00,4,63.30,3,0.00
